,County,Deaths,MME,State,Year,County Code,Population,MME_Per_Capita,Deaths_Per_100000
59,CITRUS,19,81649.55125245466,FL,2009,12017,137168,0.5952521816491796,13.851627201679694
60,CITRUS,27,111738.27332779263,FL,2010,12017,141171,0.7915101070885141,19.125741122468497
61,CITRUS,29,148717.2534045444,FL,2011,12017,139756,1.0641207061202695,20.750450785654998
62,CITRUS,37,101576.39330385461,FL,2012,12017,139175,0.7298465478990811,26.585234417100775
63,CLAY,15,69327.28997720485,FL,2006,12019,175496,0.39503629699369136,8.547203355062225
64,CLAY,26,85815.94069483093,FL,2007,12019,178693,0.48024231892033226,14.550094295803419
65,CLAY,19,98532.92591602,FL,2008,12019,181890,0.5417171142779702,10.445873879817471
66,CLAY,29,125011.3671661208,FL,2009,12019,185087,0.675419490110709,15.66830733654984
67,CLAY,2,144996.73572807058,FL,2010,12019,191434,0.7574241552079075,1.0447464922636522
68,CLAY,23,149491.52033715992,FL,2011,12019,192278,0.777475948039609,11.961846909162775
69,CLAY,28,134424.40624451954,FL,2012,12019,193836,0.6934955645211393,14.445201097835282
70,COLLIER,43,107528.68073415474,FL,2006,12021,290234,0.3704896074689896,14.815631524907488
71,COLLIER,38,129910.31275693115,FL,2007,12021,297582,0.4365529929798548,12.769589558508242
72,COLLIER,18,147472.3473860064,FL,2008,12021,304931,0.4836253033834094,5.9029747713417136
73,COLLIER,54,202995.69626767907,FL,2009,12021,312279,0.650045940545727,17.29222906439434
74,COLLIER,36,237663.7797535899,FL,2010,12021,322595,0.7367249329766112,11.159503402098606
75,COLLIER,41,198903.3752560932,FL,2011,12021,327632,0.6070938591349233,12.514040142599015
76,COLLIER,31,141917.0842426926,FL,2012,12021,332277,0.42710474767345497,9.32956539272956
77,COLUMBIA,0,27550.681708588032,FL,2006,12023,65368,0.42147047039205776,0.0
78,COLUMBIA,0,30011.436168013053,FL,2007,12023,65748,0.4564615831358072,0.0
79,COLUMBIA,1,37731.01713781312,FL,2008,12023,66128,0.5705755071650908,1.5122187273167191
80,COLUMBIA,0,40150.09677022534,FL,2009,12023,66508,0.6036882295396846,0.0
81,COLUMBIA,17,54609.827272949726,FL,2010,12023,67553,0.8083997346224405,25.16542566577354
82,COLUMBIA,0,50996.45302499963,FL,2011,12023,67309,0.7576468678037057,0.0
83,COLUMBIA,16,49737.84482999941,FL,2012,12023,67879,0.7327427456208756,23.571354910944475
84,DE SOTO,0,7179.580011500068,FL,2006,12027,32980,0.21769496699515065,0.0
85,DE SOTO,0,7726.090771792575,FL,2007,12027,33325,0.2318406833246084,0.0
86,DE SOTO,0,7953.604365000078,FL,2008,12027,33671,0.2362152702622458,0.0
87,DE SOTO,0,9826.920240000089,FL,2009,12027,34016,0.2888911171213573,0.0
88,DE SOTO,0,13087.621237500125,FL,2010,12027,34933,0.37464922100879183,0.0
89,DE SOTO,0,18280.029405000176,FL,2011,12027,34841,0.5246700555380206,0.0
90,DE SOTO,0,16695.973792500132,FL,2012,12027,35006,0.4769460604610676,0.0
91,DIXIE,0,2952.7461250000056,FL,2006,12029,15989,0.18467359590968827,0.0
92,DIXIE,0,3098.6997413625013,FL,2007,12029,16035,0.1932460081922358,0.0
93,DIXIE,0,3247.3897650000104,FL,2008,12029,16081,0.20193954138424292,0.0
94,DIXIE,0,2874.669041362513,FL,2009,12029,16127,0.17825194030895472,0.0
95,DIXIE,0,2657.1103500000117,FL,2010,12029,16401,0.16200904518017264,0.0
96,DIXIE,0,2559.3821700000085,FL,2011,12029,16405,0.15601232368180484,0.0
97,DIXIE,0,3326.242594312511,FL,2012,12029,16154,0.20590829480701442,0.0
98,DUVAL,146,293452.9754727002,FL,2006,12031,816044,0.3596043540209844,17.891192141600207
99,DUVAL,140,344954.36544153484,FL,2007,12031,826888,0.4171718121940757,16.930950745445575
100,DUVAL,108,408809.255086162,FL,2008,12031,837732,0.4879952718604064,12.891951125180846
101,DUVAL,137,534398.118650884,FL,2009,12031,848575,0.6297594421835242,16.144713195651534
102,DUVAL,38,765000.2969470624,FL,2010,12031,865637,0.8837426045179011,4.389830841334185
103,DUVAL,147,659029.6981377021,FL,2011,12031,872297,0.7555106782869849,16.85205841588358
104,DUVAL,30,555328.0796860629,FL,2012,12031,880095,0.6309865181441354,3.4087229219572888
105,ESCAMBIA,45,96186.44732702237,FL,2006,12033,289815,0.33188912695002803,15.527146628021324
106,ESCAMBIA,31,113832.92120254095,FL,2007,12033,291992,0.38984945204848404,10.616729225458231
107,ESCAMBIA,28,116136.84399340069,FL,2008,12033,294169,0.39479633813692366,9.51833809816806
108,ESCAMBIA,16,127790.39184473804,FL,2009,12033,296346,0.4312202352815224,5.399094301930851
109,ESCAMBIA,25,156708.2074941154,FL,2010,12033,298039,0.5257976556561906,8.388163965118657
110,ESCAMBIA,29,146310.74382428935,FL,2011,12033,299357,0.48875003365309433,9.687430058425225
111,ESCAMBIA,25,129016.23428401133,FL,2012,12033,303397,0.4252389914337035,8.240028741220248
112,FLAGLER,0,21015.01938367547,FL,2006,12035,86550,0.24280784960919086,0.0
113,FLAGLER,0,24313.08758776296,FL,2007,12035,88613,0.27437382311582903,0.0
114,FLAGLER,0,30727.47041245048,FL,2008,12035,90676,0.3388710398832158,0.0
115,FLAGLER,0,45094.2061172634,FL,2009,12035,92740,0.48624332669035364,0.0
116,FLAGLER,0,54742.9390545383,FL,2010,12035,96077,0.5697819358903619,0.0
117,FLAGLER,16,58500.27469567639,FL,2011,12035,97465,0.600218280363991,16.41614938695942
118,FLAGLER,0,54252.2921795262,FL,2012,12035,98447,0.551081213033675,0.0
119,FRANKLIN,0,2174.577223000009,FL,2006,12037,11333,0.19188010438542388,0.0
120,FRANKLIN,0,2099.0765175000056,FL,2007,12037,11372,0.1845828805399231,0.0
121,FRANKLIN,0,2152.9779473625103,FL,2008,12037,11411,0.18867565922027082,0.0
122,FRANKLIN,0,1955.3521200000089,FL,2009,12037,11450,0.17077311091703135,0.0
123,FRANKLIN,0,2736.8763675000123,FL,2010,12037,11522,0.2375348348810981,0.0
124,FRANKLIN,0,2695.1848163625077,FL,2011,12037,11469,0.2349973682415649,0.0
125,FRANKLIN,0,2741.9306925000096,FL,2012,12037,11608,0.23621043181426685,0.0
126,GADSDEN,0,6021.017100225093,FL,2006,12039,48152,0.1250418902688381,0.0
127,GADSDEN,0,7138.511467500113,FL,2007,12039,47937,0.14891443910758106,0.0
128,GADSDEN,0,6724.820623500107,FL,2008,12039,47722,0.14091657146599276,0.0
129,GADSDEN,0,7168.381856812628,FL,2009,12039,47508,0.1508878895514993,0.0
130,GADSDEN,0,8384.369197500151,FL,2010,12039,47793,0.1754309040549903,0.0
131,GADSDEN,0,10053.993885000134,FL,2011,12039,47366,0.21226183095469608,0.0
132,GADSDEN,0,8671.229358862623,FL,2012,12039,46581,0.18615378284842798,0.0
133,GILCHRIST,0,4032.6059500000065,FL,2006,12041,16059,0.2511118967557137,0.0
134,GILCHRIST,0,4195.956289500011,FL,2007,12041,16217,0.25873813217611213,0.0
135,GILCHRIST,0,4955.8422,FL,2008,12041,16375,0.30264685190839696,0.0
136,GILCHRIST,0,6117.87199136251,FL,2009,12041,16533,0.3700400406074221,0.0
137,GILCHRIST,0,5760.958282725,FL,2010,12041,16999,0.3388998342681922,0.0
138,GILCHRIST,0,5709.0700050000205,FL,2011,12041,16990,0.3360253092995892,0.0
139,GILCHRIST,0,5469.281212500022,FL,2012,12041,16892,0.3237793755919975,0.0
140,GLADES,0,2627.311200000001,FL,2009,12043,12456,0.21092736030828524,0.0
141,GLADES,0,6489.442050000002,FL,2010,12043,12870,0.5042301515151517,0.0
142,GLADES,0,4646.468100000006,FL,2011,12043,12836,0.36198723122468107,0.0
143,GLADES,0,1898.2095000000024,FL,2012,12043,12670,0.14981921862667738,0.0
144,GULF,0,3543.3416160000043,FL,2006,12045,15532,0.22813170332217386,0.0
145,GULF,0,3813.9477660000057,FL,2007,12045,15584,0.24473484124743364,0.0
146,GULF,0,3573.7142150000122,FL,2008,12045,15635,0.22857142404860967,0.0
147,GULF,0,3494.621707500005,FL,2009,12045,15687,0.2227718306559575,0.0
148,GULF,0,4311.71625000002,FL,2010,12045,15823,0.2724967610440511,0.0
149,GULF,0,3866.418202500016,FL,2011,12045,15758,0.24536224155984362,0.0
150,GULF,0,4012.652902500023,FL,2012,12045,15767,0.25449691777129596,0.0
151,HAMILTON,0,1804.8995505000075,FL,2006,12047,14808,0.12188678758103778,0.0
152,HAMILTON,0,2249.3530935000053,FL,2007,12047,14758,0.1524158485905953,0.0
153,HAMILTON,0,3039.991791000008,FL,2008,12047,14708,0.20668967847430025,0.0
154,HAMILTON,0,2305.155352500005,FL,2009,12047,14658,0.15726261103151895,0.0
155,HAMILTON,0,3470.68282886251,FL,2010,12047,14683,0.23637423066556632,0.0
156,HAMILTON,0,3033.594877500013,FL,2011,12047,14592,0.2078943857935864,0.0
157,HAMILTON,0,2549.667487500008,FL,2012,12047,14720,0.1732111064877723,0.0
158,HARDEE,0,3682.5681049999953,FL,2006,12049,27890,0.1320390141627822,0.0
159,HARDEE,0,3996.159572499999,FL,2007,12049,27825,0.14361759469901164,0.0
160,HARDEE,0,4647.926044500017,FL,2008,12049,27759,0.16743852604560744,0.0
161,HARDEE,0,7751.6213925000575,FL,2009,12049,27694,0.2799025562396208,0.0
162,HARDEE,0,8867.193390000095,FL,2010,12049,27724,0.31983816873467374,0.0
163,HARDEE,0,9282.533205000103,FL,2011,12049,27682,0.3353274042699264,0.0
164,HARDEE,0,7940.830061362598,FL,2012,12049,27444,0.289346671817614,0.0
165,HENDRY,0,16527.160282500314,FL,2006,12051,36358,0.45456736571044376,0.0
166,HENDRY,0,19191.329012087892,FL,2007,12051,36735,0.5224262695545908,0.0
167,HENDRY,0,20998.036911000414,FL,2008,12051,37111,0.5658170599283343,0.0
168,HENDRY,0,22472.57688157541,FL,2009,12051,37488,0.5994605442161601,0.0
169,HENDRY,0,27617.01531000045,FL,2010,12051,39013,0.7078926334811588,0.0
170,HENDRY,0,26953.09624886293,FL,2011,12051,38977,0.6915128472910417,0.0
171,HENDRY,0,19653.150187500432,FL,2012,12051,37887,0.5187307041333553,0.0
172,HERNANDO,25,78727.92757445497,FL,2006,12053,160081,0.49180057330011034,15.61709384624034
173,HERNANDO,36,111241.43089612247,FL,2007,12053,162371,0.6851065208449937,22.171446871670433
174,HERNANDO,45,197158.77536772226,FL,2008,12053,164662,1.197354431306083,27.328709720518393
175,HERNANDO,43,245050.01594727515,FL,2009,12053,166952,1.4677872439220563,25.75590588911783
176,HERNANDO,5,331289.8299954519,FL,2010,12053,172966,1.9153465420686835,2.89074153301805
177,HERNANDO,33,239292.4298706873,FL,2011,12053,172830,1.3845537804240426,19.093907307759068
178,HERNANDO,25,163153.66029019607,FL,2012,12053,172719,0.944619065014249,14.474377457025572
179,HIGHLANDS,0,22995.71522250101,FL,2006,12055,93238,0.24663458270770514,0.0
180,HIGHLANDS,0,24466.187287941117,FL,2007,12055,94138,0.25989703720007984,0.0
181,HIGHLANDS,0,28613.962263501002,FL,2008,12055,95037,0.3010823391258247,0.0
182,HIGHLANDS,0,33721.28850067624,FL,2009,12055,95937,0.3514940898785269,0.0
183,HIGHLANDS,0,45729.843574313876,FL,2010,12055,98634,0.46363164400018125,0.0
184,HIGHLANDS,17,54161.62926453876,FL,2011,12055,98477,0.5499926811797553,17.2629141830072
185,HIGHLANDS,11,41042.59796340114,FL,2012,12055,98222,0.4178554495265942,11.199120360000814
186,HILLSBOROUGH,185,1027723.7849867414,FL,2006,12057,1132614,0.9073910308249248,16.333896632038805
187,HILLSBOROUGH,257,1189548.966784732,FL,2007,12057,1157350,1.0278212872378554,22.20590141271007
188,HILLSBOROUGH,244,1507903.6186250553,FL,2008,12057,1182087,1.2756282901555092,20.641458708199988
189,HILLSBOROUGH,270,2124149.0308500133,FL,2009,12057,1206823,1.7601164635162019,22.372792033297344
190,HILLSBOROUGH,259,2801560.6110086474,FL,2010,12057,1233491,2.271245279461826,20.997315748554307
191,HILLSBOROUGH,242,1533314.54995062,FL,2011,12057,1271110,1.2062799835975013,19.03847818048792
192,HILLSBOROUGH,41,855609.6664839308,FL,2012,12057,1281712,0.6675522008719047,3.198846542749073
193,HOLMES,0,5115.2800700000325,FL,2006,12059,20046,0.2551770961787904,0.0
194,HOLMES,0,5388.630639225034,FL,2007,12059,19987,0.26960677636588953,0.0
195,HOLMES,0,5350.438789587534,FL,2008,12059,19927,0.2685019716759941,0.0
196,HOLMES,0,5461.291740450045,FL,2009,12059,19867,0.274892622965221,0.0
197,HOLMES,0,5004.425704087547,FL,2010,12059,19845,0.25217564646447704,0.0
198,HOLMES,0,5188.443866362564,FL,2011,12059,19838,0.26154067276754533,0.0
199,HOLMES,0,5462.5971600000785,FL,2012,12059,19696,0.2773455097481762,0.0
200,INDIAN RIVER,23,43237.35108176452,FL,2006,12061,126170,0.34269121884572024,18.229373068082747
201,INDIAN RIVER,22,51702.13878888993,FL,2007,12061,128658,0.40185716231318636,17.099597382207094
202,INDIAN RIVER,29,64186.802972627636,FL,2008,12061,131147,0.4894263915501509,22.112591214438762
203,INDIAN RIVER,31,79226.07711930282,FL,2009,12061,133635,0.5928542456639564,23.197515620907698
204,INDIAN RIVER,18,111822.90470929068,FL,2010,12061,138272,0.8087169109385175,13.01781994908586
205,INDIAN RIVER,25,141158.72960861554,FL,2011,12061,139100,1.0148003566399393,17.972681524083395
206,INDIAN RIVER,17,98923.32428561537,FL,2012,12061,140485,0.7041557766709283,12.100936042993915
207,JACKSON,0,9866.87533750018,FL,2006,12063,50082,0.19701440312887225,0.0
208,JACKSON,0,11355.73454750023,FL,2007,12063,49922,0.2274695434377675,0.0
209,JACKSON,0,12130.1033215002,FL,2008,12063,49761,0.2437672739997227,0.0
210,JACKSON,0,13341.586837500205,FL,2009,12063,49600,0.2689836055947622,0.0
211,JACKSON,0,14859.5648250002,FL,2010,12063,49646,0.299310414232772,0.0
212,JACKSON,0,16484.638485000258,FL,2011,12063,49188,0.33513536807758515,0.0
213,JACKSON,0,17427.980370000343,FL,2012,12063,49106,0.3549053144218699,0.0
214,JEFFERSON,0,1465.4849204999978,FL,2006,12065,14736,0.09944930242263829,0.0
215,JEFFERSON,0,1732.0343369999987,FL,2007,12065,14675,0.11802618991482103,0.0
216,JEFFERSON,0,2123.4259035000014,FL,2008,12065,14613,0.1453107440977213,0.0
217,JEFFERSON,0,2413.278483862504,FL,2009,12065,14552,0.16583826854470202,0.0
218,JEFFERSON,0,2637.1250174999977,FL,2010,12065,14754,0.1787396650060999,0.0
219,JEFFERSON,0,2823.4519350000014,FL,2011,12065,14526,0.19437229347377127,0.0
220,JEFFERSON,0,2213.9155200000023,FL,2012,12065,14216,0.15573406865503675,0.0
221,LAFAYETTE,0,1215.7013750000024,FL,2006,12067,8905,0.13651896406513223,0.0
222,LAFAYETTE,0,1355.7724875000035,FL,2007,12067,8888,0.15253965880963136,0.0
223,LAFAYETTE,0,1361.0927500000043,FL,2008,12067,8872,0.1534144217763756,0.0
224,LAFAYETTE,0,1257.6621750000022,FL,2009,12067,8855,0.1420284782608698,0.0
225,LAFAYETTE,0,1363.4092875000038,FL,2010,12067,8810,0.15475701333711733,0.0
226,LAFAYETTE,0,1307.1051675000035,FL,2011,12067,8801,0.14851780110214788,0.0
227,LAFAYETTE,0,1295.0002725000031,FL,2012,12067,8796,0.14722604280354742,0.0
228,LAKE,16,64563.41932243082,FL,2006,12069,261008,0.2473618407191765,6.130080304051984
229,LAKE,2,82180.0273315835,FL,2007,12069,268476,0.3060982260298257,0.7449455444806985
230,LAKE,24,103711.04927071047,FL,2008,12069,275944,0.3758409288504569,8.697416867190444
231,LAKE,32,140752.49857088662,FL,2009,12069,283411,0.49663738729578816,11.291022578516712
232,LAKE,34,177229.26266112374,FL,2010,12069,297708,0.595312395572587,11.420586615072487
233,LAKE,38,179071.46538702608,FL,2011,12069,300488,0.5959354962162419,12.646095684353451
234,LAKE,26,156520.69777519707,FL,2012,12069,303738,0.5153148363892469,8.560008955086293
235,LEE,98,309886.7067442962,FL,2006,12071,542167,0.5715705801797162,18.075611389110737
236,LEE,98,295673.26356948045,FL,2007,12071,559799,0.5281775486727923,17.50628350532959
237,LEE,95,340668.9295273179,FL,2008,12071,577432,0.5899723768812914,16.452153673506146
238,LEE,93,439929.93098849984,FL,2009,12071,595064,0.7392985140900807,15.628571044459084
239,LEE,34,680132.8328027857,FL,2010,12071,620454,1.0961857491494706,5.479858297311324
240,LEE,96,587055.7268651475,FL,2011,12071,631031,0.9303120240767054,15.213198717654127
241,LEE,67,272161.03570029355,FL,2012,12071,644243,0.42245090082514447,10.399802558972313
242,LEON,0,43067.63904172785,FL,2006,12073,269051,0.16007239906830992,0.0
243,LEON,13,47083.40082031617,FL,2007,12073,270979,0.17375295067262103,4.79741972625185
244,LEON,14,51120.25009326629,FL,2008,12073,272908,0.18731678841685215,5.129933897137497
245,LEON,0,55928.522419128865,FL,2009,12073,274836,0.20349780385076505,0.0
246,LEON,0,56268.735998178905,FL,2010,12073,275969,0.2038951331424142,0.0
247,LEON,13,58086.07297545415,FL,2011,12073,278334,0.2086919778950978,4.670647495455101
248,LEON,0,61292.55911044085,FL,2012,12073,283609,0.21611641065848,0.0
249,LEVY,0,18659.653543000502,FL,2006,12075,39884,0.46784809805938476,0.0
250,LEVY,0,22313.800503725663,FL,2007,12075,39897,0.559285171910812,0.0
251,LEVY,0,28379.512612900682,FL,2008,12075,39911,0.7110699459522608,0.0
252,LEVY,0,33730.549890900475,FL,2009,12075,39925,0.8448478369668246,0.0
253,LEVY,0,36649.65238590018,FL,2010,12075,40723,0.899974274633504,0.0
254,LEVY,0,36064.200581587655,FL,2011,12075,40151,0.898214255724332,0.0
255,LEVY,13,28221.14943180032,FL,2012,12075,39826,0.708611194491044,32.64199266810626
256,LIBERTY,0,628.4498325000004,FL,2006,12077,8284,0.07586308938918401,0.0
257,LIBERTY,0,738.3230204999995,FL,2007,12077,8292,0.08904040285817649,0.0
258,LIBERTY,0,771.9740625000012,FL,2008,12077,8299,0.09302013043740225,0.0
259,LIBERTY,0,686.3627999999998,FL,2009,12077,8306,0.08263457741391762,0.0
260,LIBERTY,0,1141.6443375000038,FL,2010,12077,8348,0.13675662883325393,0.0
261,LIBERTY,0,821.8818000000017,FL,2011,12077,8261,0.09948938385183412,0.0
262,LIBERTY,0,764.5792500000003,FL,2012,12077,8298,0.09214018438177879,0.0
263,MADISON,0,2315.633331362499,FL,2006,12079,19591,0.11819883269677399,0.0
264,MADISON,0,2632.527374224996,FL,2007,12079,19482,0.13512613562390904,0.0
265,MADISON,0,2793.881285362489,FL,2008,12079,19373,0.14421521113727812,0.0
266,MADISON,0,3389.4532243125,FL,2009,12079,19264,0.17594753033183658,0.0
267,MADISON,0,4027.763512499988,FL,2010,12079,19252,0.2092127317940987,0.0
268,MADISON,0,4642.083652499993,FL,2011,12079,19131,0.24264720362239262,0.0
269,MADISON,0,4504.777440000004,FL,2012,12079,18975,0.23740592569169983,0.0
270,MANATEE,54,150205.64369562527,FL,2006,12081,280037,0.5363778489829032,19.28316615304406
271,MANATEE,46,172443.21415870427,FL,2007,12081,289422,0.5958193024673462,15.893746847164348
272,MANATEE,45,196741.8431497645,FL,2008,12081,298807,0.6584244785087514,15.059888155230633
273,MANATEE,74,228282.8999302286,FL,2009,12081,308192,0.7407165011753342,24.011006126051292
274,MANATEE,76,360934.6839088658,FL,2010,12081,323427,1.1159695508070315,23.49834738596345
275,MANATEE,64,326820.0550758578,FL,2011,12081,327549,0.9977745469406342,19.539061331281733
276,MANATEE,4,219299.73861376347,FL,2012,12081,333886,0.6568102244890875,1.1980136932965144
277,MARION,55,114208.97585439956,FL,2006,12083,313099,0.3647695324941937,17.566328860839544
278,MARION,3,140167.10838947794,FL,2007,12083,316663,0.44263809914476254,0.9473793907087346
279,MARION,38,160020.95087337866,FL,2008,12083,320226,0.4997125494912301,11.866619200189866
280,MARION,53,177998.09807908165,FL,2009,12083,323790,0.5497331544491234,16.368633991167115
281,MARION,51,216686.24085170453,FL,2010,12083,331340,0.6539694599254678,15.392044425665478
282,MARION,46,209503.19854884347,FL,2011,12083,332275,0.630511469562391,13.843954555714394
283,MARION,44,175709.7753719747,FL,2012,12083,333900,0.5262347270798883,13.177598083258461
284,MARTIN,0,68573.12878736468,FL,2006,12085,138295,0.4958467680492041,0.0
285,MARTIN,0,77097.86936731487,FL,2007,12085,140214,0.5498585688113516,0.0
286,MARTIN,0,99157.7796427273,FL,2008,12085,142133,0.6976407987077407,0.0
287,MARTIN,0,121781.2565109028,FL,2009,12085,144051,0.8454037563842166,0.0
288,MARTIN,0,149894.56248134995,FL,2010,12085,146916,1.0202739148993298,0.0
289,MARTIN,0,137044.59642521475,FL,2011,12085,147865,0.9268224152112722,0.0
290,MARTIN,0,85087.5526195141,FL,2012,12085,148983,0.571122561765531,0.0
291,MIAMI-DADE,142,303039.7180859787,FL,2006,12086,2409845,0.12575070931366072,5.892495160477126
292,MIAMI-DADE,50,373495.88119888,FL,2007,12086,2440452,0.15304373173448196,2.048800795918133
293,MIAMI-DADE,122,519536.8065604283,FL,2008,12086,2471059,0.2102486450385961,4.937154475065144
294,MIAMI-DADE,155,801945.1460796333,FL,2009,12086,2501667,0.3205643061525108,6.195868594820974
295,MIAMI-DADE,98,1242761.2069210964,FL,2010,12086,2507065,0.49570362432609305,3.9089532979799086
296,MIAMI-DADE,122,1070607.7594410407,FL,2011,12086,2569856,0.4166022374175988,4.747347711311451
297,MIAMI-DADE,135,503313.8578103114,FL,2012,12086,2602184,0.19341978038843965,5.1879498144635425
298,MONROE,15,42203.180115727446,FL,2006,12087,72676,0.5807031222924686,20.639550883372777
299,MONROE,17,46281.924684227335,FL,2007,12087,73025,0.6337819196744585,23.27969873331051
300,MONROE,18,53446.0962143649,FL,2008,12087,73374,0.72840646842703,24.5318505192575
301,MONROE,0,71369.62996954055,FL,2009,12087,73723,0.9680782112711168,0.0
302,MONROE,16,77309.9665754274,FL,2010,12087,73220,1.0558585984079132,21.85195301830101
303,MONROE,2,71118.77676247715,FL,2011,12087,73963,0.9615453235060388,2.7040547300677367
304,MONROE,0,47813.94658245115,FL,2012,12087,74568,0.6412126727611194,0.0
305,NASSAU,0,26318.17944131361,FL,2006,12089,65960,0.39900211402840524,0.0
